Title,Authors,Collaborating Universities
Reliability Criteria in Information Theory and in Statistical Hypothesis Testing,"Evgueni Haroutunian, Mariam Haroutunian, Ashot Harutyunyan","National Academy of Sciences of Armenia, Institute for Informatics and Automation Problems, University of Duisburg-Essen"
